,valid,date,time,hour,altimeter,sea_level_pressure
2590,2023-09-18 19:37:00,2023-09-18,19:37:00,19,29.73,1004.8
2591,2023-09-18 19:51:00,2023-09-18,19:51:00,19,29.73,1005.8
2592,2023-09-18 20:36:00,2023-09-18,20:36:00,20,29.73,1004.8
2593,2023-09-18 20:42:00,2023-09-18,20:42:00,20,29.73,1004.8
2594,2023-09-18 20:51:00,2023-09-18,20:51:00,20,29.73,1005.9
2595,2023-09-18 21:08:00,2023-09-18,21:08:00,21,29.73,1004.8
2596,2023-09-18 21:21:00,2023-09-18,21:21:00,21,29.74,1004.8
2597,2023-09-18 21:48:00,2023-09-18,21:48:00,21,29.74,1006.3
2598,2023-09-18 22:11:00,2023-09-18,22:11:00,22,29.75,1008.2
2599,2023-09-18 22:16:00,2023-09-18,22:16:00,22,29.75,1008.2
2600,2023-09-18 22:23:00,2023-09-18,22:23:00,22,29.75,1008.2
2601,2023-09-18 22:26:00,2023-09-18,22:26:00,22,29.75,1008.2
2602,2023-09-18 22:29:00,2023-09-18,22:29:00,22,29.76,1008.2
2603,2023-09-18 22:34:00,2023-09-18,22:34:00,22,29.76,1008.2
2604,2023-09-18 22:39:00,2023-09-18,22:39:00,22,29.75,1008.2
2605,2023-09-18 22:51:00,2023-09-18,22:51:00,22,29.76,1006.9
2606,2023-09-18 22:56:00,2023-09-18,22:56:00,22,29.76,1008.2
2607,2023-09-18 23:10:00,2023-09-18,23:10:00,23,29.76,1008.2
2608,2023-09-18 23:38:00,2023-09-18,23:38:00,23,29.77,1008.2
2609,2023-09-18 23:51:00,2023-09-18,23:51:00,23,29.78,1007.5
2610,2023-09-19 00:48:00,2023-09-19,00:48:00,0,29.8,1008.2
2611,2023-09-19 00:51:00,2023-09-19,00:51:00,0,29.8,1008.1
2612,2023-09-19 01:07:00,2023-09-19,01:07:00,1,29.8,1008.2
2613,2023-09-19 01:51:00,2023-09-19,01:51:00,1,29.81,1008.4
2614,2023-09-19 02:51:00,2023-09-19,02:51:00,2,29.81,1008.6
2615,2023-09-19 03:51:00,2023-09-19,03:51:00,3,29.82,1008.8
2616,2023-09-19 04:51:00,2023-09-19,04:51:00,4,29.84,1009.5
2617,2023-09-19 05:51:00,2023-09-19,05:51:00,5,29.85,1009.9
2618,2023-09-19 06:51:00,2023-09-19,06:51:00,6,29.85,1009.9
2619,2023-09-19 07:51:00,2023-09-19,07:51:00,7,29.86,1010.3
2620,2023-09-19 08:51:00,2023-09-19,08:51:00,8,29.88,1010.8
2621,2023-09-19 09:51:00,2023-09-19,09:51:00,9,29.9,1011.6
2622,2023-09-19 10:51:00,2023-09-19,10:51:00,10,29.92,1012.3
2623,2023-09-19 11:51:00,2023-09-19,11:51:00,11,29.94,1013.1
2624,2023-09-19 12:51:00,2023-09-19,12:51:00,12,29.95,1013.4
2625,2023-09-19 13:51:00,2023-09-19,13:51:00,13,29.96,1013.7
2626,2023-09-19 14:51:00,2023-09-19,14:51:00,14,29.97,1013.9
2627,2023-09-19 15:51:00,2023-09-19,15:51:00,15,29.97,1013.9
2628,2023-09-19 16:51:00,2023-09-19,16:51:00,16,29.97,1014.0
2629,2023-09-19 17:51:00,2023-09-19,17:51:00,17,29.97,1013.9
2630,2023-09-19 18:51:00,2023-09-19,18:51:00,18,29.97,1014.1
2631,2023-09-19 19:51:00,2023-09-19,19:51:00,19,29.98,1014.2
2632,2023-09-19 20:51:00,2023-09-19,20:51:00,20,29.99,1014.5
2633,2023-09-19 21:51:00,2023-09-19,21:51:00,21,30.0,1014.9
2634,2023-09-19 22:51:00,2023-09-19,22:51:00,22,30.02,1015.8
2635,2023-09-19 23:51:00,2023-09-19,23:51:00,23,30.04,1016.3
2636,2023-09-20 00:51:00,2023-09-20,00:51:00,0,30.06,1017.0
2637,2023-09-20 01:51:00,2023-09-20,01:51:00,1,30.07,1017.4
2638,2023-09-20 02:51:00,2023-09-20,02:51:00,2,30.09,1018.1
2639,2023-09-20 03:51:00,2023-09-20,03:51:00,3,30.12,1018.9
2640,2023-09-20 04:51:00,2023-09-20,04:51:00,4,30.13,1019.2
2641,2023-09-20 05:51:00,2023-09-20,05:51:00,5,30.12,1019.1
2642,2023-09-20 06:51:00,2023-09-20,06:51:00,6,30.13,1019.2
2643,2023-09-20 07:51:00,2023-09-20,07:51:00,7,30.14,1019.6
2644,2023-09-20 08:51:00,2023-09-20,08:51:00,8,30.14,1019.7
2645,2023-09-20 09:51:00,2023-09-20,09:51:00,9,30.16,1020.2
2646,2023-09-20 10:51:00,2023-09-20,10:51:00,10,30.17,1020.7
2647,2023-09-20 11:51:00,2023-09-20,11:51:00,11,30.19,1021.3
2648,2023-09-20 12:51:00,2023-09-20,12:51:00,12,30.19,1021.3
2649,2023-09-20 13:51:00,2023-09-20,13:51:00,13,30.2,1021.8
2650,2023-09-20 14:51:00,2023-09-20,14:51:00,14,30.21,1021.9
2651,2023-09-20 15:51:00,2023-09-20,15:51:00,15,30.19,1021.5
2652,2023-09-20 16:51:00,2023-09-20,16:51:00,16,30.18,1021.1
2653,2023-09-20 17:51:00,2023-09-20,17:51:00,17,30.16,1020.5
2654,2023-09-20 18:51:00,2023-09-20,18:51:00,18,30.15,1020.0
2655,2023-09-20 19:51:00,2023-09-20,19:51:00,19,30.14,1019.7
2656,2023-09-20 20:51:00,2023-09-20,20:51:00,20,30.14,1019.6
2657,2023-09-20 21:51:00,2023-09-20,21:51:00,21,30.13,1019.5
2658,2023-09-20 22:51:00,2023-09-20,22:51:00,22,30.14,1019.9
2659,2023-09-20 23:51:00,2023-09-20,23:51:00,23,30.16,1020.4
2660,2023-09-21 00:51:00,2023-09-21,00:51:00,0,30.18,1021.2
2661,2023-09-21 01:51:00,2023-09-21,01:51:00,1,30.19,1021.5
2662,2023-09-21 02:51:00,2023-09-21,02:51:00,2,30.2,1021.7
2663,2023-09-21 03:51:00,2023-09-21,03:51:00,3,30.21,1022.1
2664,2023-09-21 04:51:00,2023-09-21,04:51:00,4,30.22,1022.4
2665,2023-09-21 05:51:00,2023-09-21,05:51:00,5,30.23,1022.7
2666,2023-09-21 06:51:00,2023-09-21,06:51:00,6,30.23,1022.7
2667,2023-09-21 07:51:00,2023-09-21,07:51:00,7,30.23,1022.7
2668,2023-09-21 08:51:00,2023-09-21,08:51:00,8,30.25,1023.3
2669,2023-09-21 09:51:00,2023-09-21,09:51:00,9,30.26,1023.8
2670,2023-09-21 10:51:00,2023-09-21,10:51:00,10,30.28,1024.6
2671,2023-09-21 11:51:00,2023-09-21,11:51:00,11,30.3,1025.3
2672,2023-09-21 12:51:00,2023-09-21,12:51:00,12,30.3,1025.2
2673,2023-09-21 13:51:00,2023-09-21,13:51:00,13,30.3,1025.2
2674,2023-09-21 14:51:00,2023-09-21,14:51:00,14,30.3,1025.1
2675,2023-09-21 15:51:00,2023-09-21,15:51:00,15,30.31,1025.3
2676,2023-09-21 16:51:00,2023-09-21,16:51:00,16,30.3,1025.0
2677,2023-09-21 17:51:00,2023-09-21,17:51:00,17,30.28,1024.4
2678,2023-09-21 18:51:00,2023-09-21,18:51:00,18,30.28,1024.4
2679,2023-09-21 19:51:00,2023-09-21,19:51:00,19,30.28,1024.6
2680,2023-09-21 20:51:00,2023-09-21,20:51:00,20,30.29,1024.6
2681,2023-09-21 21:51:00,2023-09-21,21:51:00,21,30.28,1024.5
2682,2023-09-21 22:51:00,2023-09-21,22:51:00,22,30.29,1024.8
2683,2023-09-21 23:51:00,2023-09-21,23:51:00,23,30.3,1025.1
2684,2023-09-22 00:51:00,2023-09-22,00:51:00,0,30.31,1025.4
2685,2023-09-22 01:51:00,2023-09-22,01:51:00,1,30.31,1025.5
2686,2023-09-22 02:51:00,2023-09-22,02:51:00,2,30.31,1025.5
2687,2023-09-22 03:51:00,2023-09-22,03:51:00,3,30.31,1025.6
2688,2023-09-22 04:51:00,2023-09-22,04:51:00,4,30.32,1025.9
2689,2023-09-22 05:51:00,2023-09-22,05:51:00,5,30.34,1026.4
2690,2023-09-22 06:51:00,2023-09-22,06:51:00,6,30.34,1026.3
2691,2023-09-22 07:51:00,2023-09-22,07:51:00,7,30.34,1026.4
2692,2023-09-22 08:51:00,2023-09-22,08:51:00,8,30.34,1026.6
2693,2023-09-22 09:51:00,2023-09-22,09:51:00,9,30.35,1026.7
2694,2023-09-22 10:51:00,2023-09-22,10:51:00,10,30.36,1027.1
2695,2023-09-22 11:51:00,2023-09-22,11:51:00,11,30.37,1027.5
2696,2023-09-22 12:51:00,2023-09-22,12:51:00,12,30.39,1028.1
2697,2023-09-22 13:51:00,2023-09-22,13:51:00,13,30.4,1028.4
2698,2023-09-22 14:51:00,2023-09-22,14:51:00,14,30.4,1028.4
2699,2023-09-22 15:51:00,2023-09-22,15:51:00,15,30.38,1027.9
2700,2023-09-22 16:51:00,2023-09-22,16:51:00,16,30.39,1028.0
2701,2023-09-22 17:51:00,2023-09-22,17:51:00,17,30.37,1027.6
2702,2023-09-22 18:51:00,2023-09-22,18:51:00,18,30.36,1027.3
2703,2023-09-22 19:51:00,2023-09-22,19:51:00,19,30.36,1027.0
2704,2023-09-22 20:51:00,2023-09-22,20:51:00,20,30.35,1026.8
2705,2023-09-22 21:51:00,2023-09-22,21:51:00,21,30.35,1026.7
2706,2023-09-22 22:51:00,2023-09-22,22:51:00,22,30.34,1026.6
2707,2023-09-22 23:51:00,2023-09-22,23:51:00,23,30.34,1026.6
2708,2023-09-23 00:51:00,2023-09-23,00:51:00,0,30.33,1026.1
2709,2023-09-23 01:51:00,2023-09-23,01:51:00,1,30.32,1025.7
2710,2023-09-23 02:51:00,2023-09-23,02:51:00,2,30.32,1025.7
2711,2023-09-23 03:51:00,2023-09-23,03:51:00,3,30.3,1025.0
2712,2023-09-23 04:51:00,2023-09-23,04:51:00,4,30.29,1024.7
2713,2023-09-23 05:51:00,2023-09-23,05:51:00,5,30.28,1024.3
2714,2023-09-23 06:38:00,2023-09-23,06:38:00,6,30.27,1025.2
2715,2023-09-23 06:51:00,2023-09-23,06:51:00,6,30.26,1023.9
2716,2023-09-23 07:51:00,2023-09-23,07:51:00,7,30.24,1023.1
2717,2023-09-23 08:51:00,2023-09-23,08:51:00,8,30.22,1022.5
2718,2023-09-23 09:10:00,2023-09-23,09:10:00,9,30.22,1021.8
2719,2023-09-23 09:51:00,2023-09-23,09:51:00,9,30.22,1022.5
2720,2023-09-23 10:33:00,2023-09-23,10:33:00,10,30.21,1021.8
2721,2023-09-23 10:51:00,2023-09-23,10:51:00,10,30.21,1022.0
2722,2023-09-23 11:08:00,2023-09-23,11:08:00,11,30.21,1021.8
2723,2023-09-23 11:51:00,2023-09-23,11:51:00,11,30.2,1021.8
2724,2023-09-23 11:58:00,2023-09-23,11:58:00,11,30.2,1021.8
2725,2023-09-23 12:51:00,2023-09-23,12:51:00,12,30.2,1021.8
2726,2023-09-23 13:51:00,2023-09-23,13:51:00,13,30.2,1021.8
2727,2023-09-23 14:01:00,2023-09-23,14:01:00,14,30.2,1021.8
2728,2023-09-23 14:23:00,2023-09-23,14:23:00,14,30.19,1021.8
2729,2023-09-23 14:33:00,2023-09-23,14:33:00,14,30.18,1021.8
2730,2023-09-23 14:51:00,2023-09-23,14:51:00,14,30.17,1020.7
2731,2023-09-23 15:05:00,2023-09-23,15:05:00,15,30.16,1021.8
2732,2023-09-23 15:13:00,2023-09-23,15:13:00,15,30.16,1021.8
2733,2023-09-23 15:51:00,2023-09-23,15:51:00,15,30.15,1020.1
2734,2023-09-23 15:58:00,2023-09-23,15:58:00,15,30.15,1021.8
2735,2023-09-23 16:05:00,2023-09-23,16:05:00,16,30.15,1021.8
2736,2023-09-23 16:19:00,2023-09-23,16:19:00,16,30.14,1018.4
2737,2023-09-23 16:31:00,2023-09-23,16:31:00,16,30.14,1018.4
2738,2023-09-23 16:39:00,2023-09-23,16:39:00,16,30.13,1018.4
2739,2023-09-23 16:51:00,2023-09-23,16:51:00,16,30.13,1019.3
2740,2023-09-23 17:51:00,2023-09-23,17:51:00,17,30.11,1018.9
2741,2023-09-23 18:23:00,2023-09-23,18:23:00,18,30.11,1018.4
2742,2023-09-23 18:43:00,2023-09-23,18:43:00,18,30.11,1018.4
2743,2023-09-23 18:51:00,2023-09-23,18:51:00,18,30.11,1018.6
2744,2023-09-23 19:04:00,2023-09-23,19:04:00,19,30.1,1018.4
2745,2023-09-23 19:19:00,2023-09-23,19:19:00,19,30.1,1018.4
2746,2023-09-23 19:32:00,2023-09-23,19:32:00,19,30.1,1018.4
2747,2023-09-23 19:51:00,2023-09-23,19:51:00,19,30.09,1018.0
2748,2023-09-23 20:01:00,2023-09-23,20:01:00,20,30.08,1018.4
2749,2023-09-23 20:32:00,2023-09-23,20:32:00,20,30.09,1018.4
2750,2023-09-23 20:39:00,2023-09-23,20:39:00,20,30.09,1018.4
2751,2023-09-23 20:48:00,2023-09-23,20:48:00,20,30.09,1018.4
2752,2023-09-23 20:51:00,2023-09-23,20:51:00,20,30.08,1017.8
2753,2023-09-23 21:01:00,2023-09-23,21:01:00,21,30.08,1018.4
2754,2023-09-23 21:12:00,2023-09-23,21:12:00,21,30.08,1018.4
2755,2023-09-23 21:21:00,2023-09-23,21:21:00,21,30.08,1018.4
2756,2023-09-23 21:43:00,2023-09-23,21:43:00,21,30.08,1018.4
2757,2023-09-23 21:49:00,2023-09-23,21:49:00,21,30.07,1018.4
2758,2023-09-23 21:51:00,2023-09-23,21:51:00,21,30.07,1017.2
2759,2023-09-23 21:58:00,2023-09-23,21:58:00,21,30.06,1018.4
2760,2023-09-23 22:08:00,2023-09-23,22:08:00,22,30.07,1018.4
2761,2023-09-23 22:51:00,2023-09-23,22:51:00,22,30.06,1017.1
2762,2023-09-23 23:51:00,2023-09-23,23:51:00,23,30.08,1017.5
2763,2023-09-24 00:13:00,2023-09-24,00:13:00,0,30.08,1018.4
2764,2023-09-24 00:22:00,2023-09-24,00:22:00,0,30.08,1018.4
2765,2023-09-24 00:31:00,2023-09-24,00:31:00,0,30.08,1018.4
2766,2023-09-24 00:51:00,2023-09-24,00:51:00,0,30.08,1017.7
2767,2023-09-24 01:51:00,2023-09-24,01:51:00,1,30.07,1017.4
2768,2023-09-24 02:51:00,2023-09-24,02:51:00,2,30.07,1017.2
2769,2023-09-24 03:51:00,2023-09-24,03:51:00,3,30.05,1016.8
2770,2023-09-24 04:51:00,2023-09-24,04:51:00,4,30.04,1016.4
2771,2023-09-24 05:51:00,2023-09-24,05:51:00,5,30.04,1016.3
2772,2023-09-24 06:51:00,2023-09-24,06:51:00,6,30.03,1016.0
2773,2023-09-24 07:51:00,2023-09-24,07:51:00,7,30.02,1015.5
2774,2023-09-24 08:51:00,2023-09-24,08:51:00,8,30.01,1015.5
2775,2023-09-24 09:51:00,2023-09-24,09:51:00,9,30.02,1015.7
2776,2023-09-24 10:51:00,2023-09-24,10:51:00,10,30.03,1015.9
2777,2023-09-24 11:28:00,2023-09-24,11:28:00,11,30.03,1015.0
2778,2023-09-24 11:43:00,2023-09-24,11:43:00,11,30.03,1015.0
2779,2023-09-24 11:51:00,2023-09-24,11:51:00,11,30.04,1016.2
2780,2023-09-24 11:59:00,2023-09-24,11:59:00,11,30.04,1015.0
2781,2023-09-24 12:15:00,2023-09-24,12:15:00,12,30.05,1015.0
2782,2023-09-24 12:28:00,2023-09-24,12:28:00,12,30.05,1015.0
2783,2023-09-24 12:51:00,2023-09-24,12:51:00,12,30.05,1016.6
2784,2023-09-24 13:12:00,2023-09-24,13:12:00,13,30.05,1015.0
2785,2023-09-24 13:31:00,2023-09-24,13:31:00,13,30.06,1018.4
2786,2023-09-24 13:51:00,2023-09-24,13:51:00,13,30.05,1016.8
2787,2023-09-24 14:51:00,2023-09-24,14:51:00,14,30.05,1016.5
2788,2023-09-24 15:45:00,2023-09-24,15:45:00,15,30.04,1015.0
2789,2023-09-24 15:51:00,2023-09-24,15:51:00,15,30.04,1016.2
2790,2023-09-24 16:02:00,2023-09-24,16:02:00,16,30.04,1015.0
2791,2023-09-24 16:51:00,2023-09-24,16:51:00,16,30.03,1015.9
2792,2023-09-24 17:16:00,2023-09-24,17:16:00,17,30.03,1015.0
2793,2023-09-24 17:24:00,2023-09-24,17:24:00,17,30.04,1015.0
2794,2023-09-24 17:28:00,2023-09-24,17:28:00,17,30.04,1015.0
2795,2023-09-24 17:38:00,2023-09-24,17:38:00,17,30.04,1015.0
2796,2023-09-24 17:51:00,2023-09-24,17:51:00,17,30.02,1015.7
2797,2023-09-24 18:31:00,2023-09-24,18:31:00,18,30.01,1015.0
2798,2023-09-24 18:51:00,2023-09-24,18:51:00,18,30.02,1015.5
2799,2023-09-24 19:12:00,2023-09-24,19:12:00,19,30.01,1015.0
2800,2023-09-24 19:51:00,2023-09-24,19:51:00,19,29.99,1014.7
2801,2023-09-24 20:51:00,2023-09-24,20:51:00,20,29.97,1014.1
2802,2023-09-24 21:46:00,2023-09-24,21:46:00,21,29.97,1015.0
2803,2023-09-24 21:51:00,2023-09-24,21:51:00,21,29.97,1014.0
2804,2023-09-24 22:26:00,2023-09-24,22:26:00,22,29.98,1015.0
2805,2023-09-24 22:51:00,2023-09-24,22:51:00,22,29.98,1014.3
2806,2023-09-24 23:00:00,2023-09-24,23:00:00,23,29.98,1015.0
2807,2023-09-24 23:11:00,2023-09-24,23:11:00,23,29.98,1015.0
2808,2023-09-24 23:18:00,2023-09-24,23:18:00,23,29.98,1015.0
2809,2023-09-24 23:26:00,2023-09-24,23:26:00,23,29.98,1015.0
2810,2023-09-24 23:51:00,2023-09-24,23:51:00,23,29.99,1014.5
2811,2023-09-25 00:16:00,2023-09-25,00:16:00,0,29.99,1015.0
2812,2023-09-25 00:28:00,2023-09-25,00:28:00,0,29.99,1015.0
2813,2023-09-25 00:38:00,2023-09-25,00:38:00,0,29.99,1015.0
2814,2023-09-25 00:51:00,2023-09-25,00:51:00,0,30.0,1014.8
2815,2023-09-25 01:23:00,2023-09-25,01:23:00,1,29.99,1015.0
2816,2023-09-25 01:49:00,2023-09-25,01:49:00,1,29.99,1015.0
2817,2023-09-25 01:51:00,2023-09-25,01:51:00,1,29.99,1014.7
2818,2023-09-25 02:01:00,2023-09-25,02:01:00,2,29.99,1015.0
2819,2023-09-25 02:51:00,2023-09-25,02:51:00,2,29.99,1014.6
2820,2023-09-25 03:51:00,2023-09-25,03:51:00,3,29.98,1014.3
2821,2023-09-25 04:00:00,2023-09-25,04:00:00,4,29.98,1015.0
2822,2023-09-25 04:24:00,2023-09-25,04:24:00,4,29.98,1015.0
2823,2023-09-25 04:51:00,2023-09-25,04:51:00,4,29.97,1014.0
2824,2023-09-25 05:34:00,2023-09-25,05:34:00,5,29.98,1015.0
2825,2023-09-25 05:44:00,2023-09-25,05:44:00,5,29.98,1015.0
2826,2023-09-25 05:51:00,2023-09-25,05:51:00,5,29.98,1014.2
2827,2023-09-25 06:00:00,2023-09-25,06:00:00,6,29.98,1015.0
2828,2023-09-25 06:11:00,2023-09-25,06:11:00,6,29.97,1015.0
2829,2023-09-25 06:51:00,2023-09-25,06:51:00,6,29.97,1013.8
2830,2023-09-25 07:38:00,2023-09-25,07:38:00,7,29.97,1015.0
2831,2023-09-25 07:51:00,2023-09-25,07:51:00,7,29.97,1014.0
2832,2023-09-25 08:29:00,2023-09-25,08:29:00,8,29.97,1015.0
2833,2023-09-25 08:51:00,2023-09-25,08:51:00,8,29.97,1014.1
2834,2023-09-25 09:51:00,2023-09-25,09:51:00,9,29.98,1014.4
2835,2023-09-25 10:08:00,2023-09-25,10:08:00,10,29.99,1015.0
2836,2023-09-25 10:25:00,2023-09-25,10:25:00,10,29.99,1015.0
2837,2023-09-25 10:40:00,2023-09-25,10:40:00,10,29.99,1015.0
2838,2023-09-25 10:51:00,2023-09-25,10:51:00,10,30.0,1014.8
2839,2023-09-25 11:24:00,2023-09-25,11:24:00,11,30.0,1015.0
2840,2023-09-25 11:51:00,2023-09-25,11:51:00,11,30.01,1015.3
2841,2023-09-25 12:35:00,2023-09-25,12:35:00,12,30.02,1015.0
2842,2023-09-25 12:46:00,2023-09-25,12:46:00,12,30.03,1015.0
2843,2023-09-25 12:51:00,2023-09-25,12:51:00,12,30.03,1016.0
2844,2023-09-25 13:51:00,2023-09-25,13:51:00,13,30.04,1016.4
2845,2023-09-25 14:51:00,2023-09-25,14:51:00,14,30.06,1017.1
2846,2023-09-25 15:28:00,2023-09-25,15:28:00,15,30.07,1018.4
2847,2023-09-25 15:51:00,2023-09-25,15:51:00,15,30.08,1017.8
2848,2023-09-25 16:12:00,2023-09-25,16:12:00,16,30.1,1018.4
2849,2023-09-25 16:22:00,2023-09-25,16:22:00,16,30.1,1018.4
2850,2023-09-25 16:51:00,2023-09-25,16:51:00,16,30.11,1018.8
2851,2023-09-25 17:51:00,2023-09-25,17:51:00,17,30.11,1018.8
2852,2023-09-25 18:51:00,2023-09-25,18:51:00,18,30.12,1019.2
2853,2023-09-25 19:51:00,2023-09-25,19:51:00,19,30.13,1019.4
2854,2023-09-25 20:11:00,2023-09-25,20:11:00,20,30.14,1018.4
2855,2023-09-25 20:19:00,2023-09-25,20:19:00,20,30.14,1018.4
2856,2023-09-25 20:27:00,2023-09-25,20:27:00,20,30.14,1018.4
2857,2023-09-25 20:51:00,2023-09-25,20:51:00,20,30.15,1019.9
2858,2023-09-25 21:14:00,2023-09-25,21:14:00,21,30.15,1021.8
2859,2023-09-25 21:51:00,2023-09-25,21:51:00,21,30.17,1020.8
2860,2023-09-25 22:15:00,2023-09-25,22:15:00,22,30.18,1021.8
2861,2023-09-25 22:51:00,2023-09-25,22:51:00,22,30.2,1021.7
2862,2023-09-25 23:14:00,2023-09-25,23:14:00,23,30.2,1021.8
2863,2023-09-25 23:51:00,2023-09-25,23:51:00,23,30.21,1022.2
2864,2023-09-26 00:51:00,2023-09-26,00:51:00,0,30.23,1022.8
2865,2023-09-26 01:51:00,2023-09-26,01:51:00,1,30.25,1023.3
2866,2023-09-26 02:51:00,2023-09-26,02:51:00,2,30.25,1023.6
2867,2023-09-26 03:51:00,2023-09-26,03:51:00,3,30.25,1023.5
2868,2023-09-26 04:51:00,2023-09-26,04:51:00,4,30.27,1024.0
2869,2023-09-26 05:51:00,2023-09-26,05:51:00,5,30.27,1024.3
2870,2023-09-26 06:22:00,2023-09-26,06:22:00,6,30.27,1025.2
2871,2023-09-26 06:51:00,2023-09-26,06:51:00,6,30.27,1024.0
2872,2023-09-26 07:12:00,2023-09-26,07:12:00,7,30.27,1025.2
2873,2023-09-26 07:22:00,2023-09-26,07:22:00,7,30.27,1025.2
2874,2023-09-26 07:51:00,2023-09-26,07:51:00,7,30.27,1023.9
2875,2023-09-26 08:06:00,2023-09-26,08:06:00,8,30.27,1025.2
2876,2023-09-26 08:51:00,2023-09-26,08:51:00,8,30.27,1024.2
2877,2023-09-26 09:51:00,2023-09-26,09:51:00,9,30.29,1024.9
2878,2023-09-26 10:51:00,2023-09-26,10:51:00,10,30.31,1025.6
2879,2023-09-26 11:51:00,2023-09-26,11:51:00,11,30.33,1026.3
2880,2023-09-26 12:51:00,2023-09-26,12:51:00,12,30.35,1026.7
2881,2023-09-26 13:15:00,2023-09-26,13:15:00,13,30.36,1028.6
2882,2023-09-26 13:24:00,2023-09-26,13:24:00,13,30.36,1028.6
2883,2023-09-26 13:34:00,2023-09-26,13:34:00,13,30.36,1028.6
2884,2023-09-26 13:49:00,2023-09-26,13:49:00,13,30.36,1028.6
2885,2023-09-26 13:51:00,2023-09-26,13:51:00,13,30.36,1027.2
2886,2023-09-26 14:51:00,2023-09-26,14:51:00,14,30.36,1027.3
2887,2023-09-26 15:06:00,2023-09-26,15:06:00,15,30.37,1028.6
2888,2023-09-26 15:30:00,2023-09-26,15:30:00,15,30.37,1028.6
2889,2023-09-26 15:51:00,2023-09-26,15:51:00,15,30.37,1027.6
2890,2023-09-26 16:13:00,2023-09-26,16:13:00,16,30.37,1028.6
2891,2023-09-26 16:51:00,2023-09-26,16:51:00,16,30.37,1027.5
2892,2023-09-26 17:24:00,2023-09-26,17:24:00,17,30.37,1028.6
2893,2023-09-26 17:51:00,2023-09-26,17:51:00,17,30.37,1027.5
2894,2023-09-26 18:51:00,2023-09-26,18:51:00,18,30.37,1027.3
2895,2023-09-26 19:18:00,2023-09-26,19:18:00,19,30.37,1028.6
2896,2023-09-26 19:37:00,2023-09-26,19:37:00,19,30.36,1028.6
2897,2023-09-26 19:51:00,2023-09-26,19:51:00,19,30.36,1027.3
2898,2023-09-26 20:00:00,2023-09-26,20:00:00,20,30.37,1028.6
2899,2023-09-26 20:05:00,2023-09-26,20:05:00,20,30.37,1028.6
2900,2023-09-26 20:51:00,2023-09-26,20:51:00,20,30.36,1027.2
2901,2023-09-26 21:05:00,2023-09-26,21:05:00,21,30.36,1028.6
2902,2023-09-26 21:25:00,2023-09-26,21:25:00,21,30.35,1028.6
2903,2023-09-26 21:46:00,2023-09-26,21:46:00,21,30.36,1028.6
2904,2023-09-26 21:51:00,2023-09-26,21:51:00,21,30.36,1027.1
2905,2023-09-26 22:51:00,2023-09-26,22:51:00,22,30.36,1027.2
2906,2023-09-26 23:51:00,2023-09-26,23:51:00,23,30.38,1027.7
2907,2023-09-27 00:51:00,2023-09-27,00:51:00,0,30.38,1027.8
2908,2023-09-27 01:51:00,2023-09-27,01:51:00,1,30.38,1027.8
2909,2023-09-27 02:51:00,2023-09-27,02:51:00,2,30.38,1027.8
2910,2023-09-27 03:51:00,2023-09-27,03:51:00,3,30.38,1027.9
2911,2023-09-27 04:51:00,2023-09-27,04:51:00,4,30.38,1027.9
2912,2023-09-27 05:51:00,2023-09-27,05:51:00,5,30.39,1028.1
2913,2023-09-27 06:51:00,2023-09-27,06:51:00,6,30.37,1027.6
2914,2023-09-27 07:51:00,2023-09-27,07:51:00,7,30.37,1027.3
2915,2023-09-27 08:51:00,2023-09-27,08:51:00,8,30.35,1026.9
2916,2023-09-27 09:51:00,2023-09-27,09:51:00,9,30.35,1027.0
2917,2023-09-27 10:51:00,2023-09-27,10:51:00,10,30.36,1027.3
2918,2023-09-27 11:51:00,2023-09-27,11:51:00,11,30.38,1027.7
2919,2023-09-27 12:51:00,2023-09-27,12:51:00,12,30.38,1027.7
2920,2023-09-27 13:51:00,2023-09-27,13:51:00,13,30.37,1027.5
2921,2023-09-27 14:51:00,2023-09-27,14:51:00,14,30.38,1027.9
2922,2023-09-27 15:51:00,2023-09-27,15:51:00,15,30.38,1027.9
2923,2023-09-27 16:51:00,2023-09-27,16:51:00,16,30.37,1027.6
2924,2023-09-27 17:51:00,2023-09-27,17:51:00,17,30.35,1026.7
2925,2023-09-27 18:51:00,2023-09-27,18:51:00,18,30.33,1026.1
2926,2023-09-27 19:51:00,2023-09-27,19:51:00,19,30.32,1025.6
2927,2023-09-27 20:51:00,2023-09-27,20:51:00,20,30.31,1025.4
2928,2023-09-27 21:51:00,2023-09-27,21:51:00,21,30.31,1025.4
2929,2023-09-27 22:51:00,2023-09-27,22:51:00,22,30.31,1025.5
2930,2023-09-27 23:51:00,2023-09-27,23:51:00,23,30.31,1025.6
2931,2023-09-28 00:51:00,2023-09-28,00:51:00,0,30.31,1025.6
2932,2023-09-28 01:51:00,2023-09-28,01:51:00,1,30.32,1025.7
2933,2023-09-28 02:51:00,2023-09-28,02:51:00,2,30.31,1025.6
2934,2023-09-28 03:51:00,2023-09-28,03:51:00,3,30.31,1025.5
2935,2023-09-28 04:40:00,2023-09-28,04:40:00,4,30.31,1025.2
2936,2023-09-28 04:51:00,2023-09-28,04:51:00,4,30.31,1025.5
2937,2023-09-28 05:51:00,2023-09-28,05:51:00,5,30.32,1025.6
2938,2023-09-28 06:51:00,2023-09-28,06:51:00,6,30.3,1025.1
